method,level,freq,mean_nRMSE,median_nRMSE,sd_nRMSE,min_nRMSE,max_nRMSE,mean_nMBE,median_nMBE,sd_nMBE,mean_skill,median_skill,mean_SMAPE,median_SMAPE,n_series
pers,L0,Hourly,34.6155540031571,34.6155540031571,,34.6155540031571,34.6155540031571,-0.0751036261716654,-0.0751036261716654,,0,0,10.8562767009846,10.8562767009846,1
pers,L1,Daily,24.5703419636794,26.9630483583732,5.43101832095832,16.1201773151878,29.7523066442416,-0.0583286592198009,-0.0497409435829775,0.055493039361832,0,0,9.77789563333326,9.9830229939312,5
pers,L1,Hourly,43.1461140398421,46.4759419391894,9.21143690687141,28.7220301650679,52.8173486104562,-0.0583286592198029,-0.0497409435829609,0.0554930393618292,0,0,12.9448366075614,13.3409060570872,5
pers,L2,Daily,30.6523001992959,32.1138062011469,5.76991621209289,16.8308418731646,45.6639243184129,-0.0753485185169105,-0.0819203469285041,0.0778535814163376,0,0,13.0524952294885,13.4257418748709,318
pers,L2,Hourly,59.7543175238726,61.9474462027052,10.1186976466589,35.0991645512599,85.5540163373746,-0.0753485185169103,-0.0819203469284859,0.0778535814163369,0,0,20.20218527305,20.9751974750225,318
rf_base,L0,Daily,14.6394408055427,14.6394408055427,,14.6394408055427,14.6394408055427,-0.374477851629456,-0.374477851629456,,27.638994006484,27.638994006484,5.81897170609679,5.81897170609679,1
rf_base,L0,Hourly,24.292988158637,24.292988158637,,24.292988158637,24.292988158637,-1.83737579191281,-1.83737579191281,,29.8205998482031,29.8205998482031,38.9285351611619,38.9285351611619,1
rf_base,L1,Daily,17.9895455537643,18.7305323868981,4.36128734001401,11.8482675111022,23.7493606306158,-0.44564216148341,-0.18652753467443,0.611773635630947,26.8971946149734,27.2427550769309,7.49279292719677,7.399210201109,5
rf_base,L1,Hourly,32.4491589663474,32.9926713387938,7.37545108222766,22.4846304182112,42.9834751195519,-2.42338412841489,-2.56819717117823,0.590154990056592,24.7206164560273,25.2525443449912,40.3592452290251,39.8118776397168,5
rf_base,L2,Daily,23.2800043099682,24.3718370310041,4.94590474650792,12.7953839450475,37.8131027187912,0.208903713687345,0.21582453300949,0.587946490776138,24.2604267450174,24.4436637463278,10.099477060524,10.0407003163977,318
rf_base,L2,Hourly,47.1589491591084,48.0966667003865,8.92929955461978,27.6629410836285,74.0760322411086,-3.87962151245946,-3.83241507810499,0.88499613525468,21.173923156324,21.3568317915851,48.12617201149,48.7225534088599,318
rf_nwp_base,L0,Daily,14.6394408055427,14.6394408055427,,14.6394408055427,14.6394408055427,-0.374477851629456,-0.374477851629456,,27.638994006484,27.638994006484,5.81897170609679,5.81897170609679,1
rf_nwp_base,L0,Hourly,24.292988158637,24.292988158637,,24.292988158637,24.292988158637,-1.83737579191281,-1.83737579191281,,29.8205998482031,29.8205998482031,38.9285351611619,38.9285351611619,1
rf_nwp_base,L1,Daily,17.9895455537643,18.7305323868981,4.36128734001401,11.8482675111022,23.7493606306158,-0.44564216148341,-0.18652753467443,0.611773635630947,26.8971946149734,27.2427550769309,7.49279292719677,7.399210201109,5
rf_nwp_base,L1,Hourly,32.4491589663474,32.9926713387938,7.37545108222766,22.4846304182112,42.9834751195519,-2.42338412841489,-2.56819717117823,0.590154990056592,24.7206164560273,25.2525443449912,40.3592452290251,39.8118776397168,5
rf_nwp_base,L2,Daily,23.2800043099682,24.3718370310041,4.94590474650792,12.7953839450475,37.8131027187912,0.208903713687345,0.21582453300949,0.587946490776138,24.2604267450174,24.4436637463278,10.099477060524,10.0407003163977,318
rf_nwp_base,L2,Hourly,53.4580558190711,53.2671803299777,13.301342936984,29.4609427402771,98.0860972912096,4.36163316242777,3.30836382403669,4.69860088846943,11.3417156173743,13.2296100347128,21.4261919309218,21.6015978581729,318
sarimax_base,L0,Daily,11.9149748457126,11.9149748457126,,11.9149748457126,11.9149748457126,-0.587005454920547,-0.587005454920547,,41.1057035801006,41.1057035801006,4.84704835143557,4.84704835143557,1
sarimax_base,L0,Hourly,29.458940783374,29.458940783374,,29.458940783374,29.458940783374,-1.82821722930178,-1.82821722930178,,14.8968097385146,14.8968097385146,46.6250152057125,46.6250152057125,1
sarimax_base,L1,Daily,16.4358139556947,16.1477218272016,4.18870540372835,10.5145435533911,22.0979833807017,-1.11806405614689,-1.12588502457904,0.629070153809517,33.3025104490166,34.7740204849688,6.98461909917854,6.7855035379123,5
sarimax_base,L1,Hourly,42.0339245139545,39.1279930350979,15.9186139625758,23.8752584079955,67.7422532618242,-4.82804524285176,-3.55799452292935,3.4609911827169,4.47337371917501,13.4184571801692,51.2289255944829,51.4283588359675,5
sarimax_base,L2,Daily,23.5872785492791,23.8765879093912,6.04070630928721,12.2502768290237,52.7895028728742,-1.15156097077816,-1.14289897536934,0.763987273603946,23.4325331597902,24.0488243052787,10.3415698349004,10.3988497278199,318
sarimax_base,L2,Hourly,58.0048865843299,56.8439714861016,13.6472431224943,29.5278336468378,88.6318075094451,-5.14065878269275,-4.90769961315831,2.28137615105962,3.40269620102987,4.99172326738883,56.2597646416486,57.0219788291808,318
sarimax_nwp_base,L0,Daily,11.9149748457126,11.9149748457126,,11.9149748457126,11.9149748457126,-0.587005454920547,-0.587005454920547,,41.1057035801006,41.1057035801006,4.84704835143557,4.84704835143557,1
sarimax_nwp_base,L0,Hourly,29.458940783374,29.458940783374,,29.458940783374,29.458940783374,-1.82821722930178,-1.82821722930178,,14.8968097385146,14.8968097385146,46.6250152057125,46.6250152057125,1
sarimax_nwp_base,L1,Daily,16.4358139556947,16.1477218272016,4.18870540372835,10.5145435533911,22.0979833807017,-1.11806405614689,-1.12588502457904,0.629070153809517,33.3025104490166,34.7740204849688,6.98461909917854,6.7855035379123,5
sarimax_nwp_base,L1,Hourly,42.0339245139545,39.1279930350979,15.9186139625758,23.8752584079955,67.7422532618242,-4.82804524285176,-3.55799452292935,3.4609911827169,4.47337371917501,13.4184571801692,51.2289255944829,51.4283588359675,5
sarimax_nwp_base,L2,Daily,23.5872785492791,23.8765879093912,6.04070630928721,12.2502768290237,52.7895028728742,-1.15156097077816,-1.14289897536934,0.763987273603946,23.4325331597902,24.0488243052787,10.3415698349004,10.3988497278199,318
sarimax_nwp_base,L2,Hourly,53.4580558190711,53.2671803299777,13.301342936984,29.4609427402771,98.0860972912096,4.36163316242777,3.30836382403669,4.69860088846943,11.3417156173743,13.2296100347128,21.4261919309218,21.6015978581729,318
